Variabel,Enkät,Beskrivning,Dubbelkodning,Itemnr,Enkättext,Kodlista
temperat_2,SLOSH 08 working,,,39_e,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",17
temperat_3,SLOSH 10 working,,,45_e,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",17
temperat_4,SLOSH 12 working,,,47_e,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",17
temperat_5,SLOSH 14 working,,,47_e,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",67
temperat_6,SLOSH 16 working,,,51_e,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",17
temperat_7,SLOSH 18 working,,,50_e,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",67
riskinfe_1,SLOSH 06 working,,,A36_f,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),17
riskinfe_2,SLOSH 08 working,,,39_f,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),17
riskinfe_3,SLOSH 10 working,,,45_f,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),17
riskinfe_4,SLOSH 12 working,,,47_f,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),17
riskinfe_5,SLOSH 14 working,,,47_f,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),67
riskinfe_6,SLOSH 16 working,,,52_f,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),17
riskinfe_7,SLOSH 18 working,,,50_f,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),67
riskacci_1,SLOSH 06 working,,,A36_g,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),17
riskacci_2,SLOSH 08 working,,,39_g,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),17
riskacci_3,SLOSH 10 working,,,45_g,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),17
riskacci_4,SLOSH 12 working,,,47_g,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),17
riskacci_5,SLOSH 14 working,,,47_g,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),67
riskacci_6,SLOSH 16 working,,,52_g,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),17
riskacci_7,SLOSH 18 working,,,50_g,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),67
satisala_1,SLOSH 06 working,,,A37_a,Hur nöjd eller missnöjd är du med din lön i förhållande till dina arbetsuppgifter?,68
satisala_2,SLOSH 08 working,,,16_a,Hur nöjd eller missnöjd är du med din lön/arbetsinkomst i förhållande till dina arbetsuppgifter?,68
satitask_1,SLOSH 06 working,,,A37_b,Hur nöjd eller missnöjd är du med dina nuvarande arbetsuppgifter?,68
satitask_2,SLOSH 08 working,,1.0,16_b,Hur nöjd eller missnöjd är du med dina nuvarande arbetsuppgifter?,68
satitask_2,SLOSH 08 non-working,,1.0,16_b,Hur nöjd eller missnöjd är du med dina nuvarande arbetsuppgifter?,68
promurge_1,SLOSH 06 working,,,A38_a,Hur angelägen är du att avancera till en högre befattning?,69
promurge_2,SLOSH 08 working,,,17_a,"Om Du är egenföretagare, hoppa över denna fråga och fortsätt med nästa fråga @ Hur angelägen är du att avancera till en högre befattning?",69
promurge_5,SLOSH 14 working,,,7_a,Om ditt huvudsakliga arbete @ I vilken grad är du angelägen att avancera till en högre befattning?,70
promdese_1,SLOSH 06 working,,,A38_b,Tycker du att du förtjänar att få en högre befattning?,69
promdese_2,SLOSH 08 working,,,17_b,"Om Du är egenföretagare, hoppa över denna fråga och fortsätt med nästa fråga @ Tycker du att du förtjänar att få en högre befattning?",69
promdese_5,SLOSH 14 working,,,7_b,Om ditt huvudsakliga arbete @ I vilken grad tycker du att du förtjänar att få en högre befattning?,70
prom2y_1,SLOSH 06 working,,,A38_c,Tror du att du har möjlighet att få en högre befattning inom de närmaste två åren?,69
prom2y_2,SLOSH 08 working,,,17_c,"Om Du är egenföretagare, hoppa över denna fråga och fortsätt med nästa fråga @ Tror du att du har möjlighet att få en högre befattning inom de närmaste två åren?",69
prom2y_5,SLOSH 14 working,,,7_c,Om ditt huvudsakliga arbete @ I vilken grad tror du att du har möjlighet att få en högre befattning inom de närmaste två åren?,70
futuwork_1,SLOSH 06 working,,,A39,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",71
futuwork_2,SLOSH 08 working,,,42,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",72
futuwork_3,SLOSH 10 working,,,58,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",73
futuwork_4,SLOSH 12 working,,,38,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",71
futuwork_4,SLOSH 12 non-working,,,38,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",71
futuwork_5,SLOSH 14 working,,,32,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",74
futuwork_5,SLOSH 14 non-working,,,32,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",74
futuwork_6,SLOSH 16 working,,,32,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",74
futuwork_6,SLOSH 16 non-working,,,32,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",74
futuwork_7,SLOSH 18 working,,,32,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",74
futuwork_7,SLOSH 18 non-working,,,32,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",74
futuprof_1,SLOSH 06 working,,,A40,Är det yrke du har idag det yrke du önskar ha i framtiden?,72
futuprof_2,SLOSH 08 working,,,43,Är det yrke du har idag det yrke du önskar ha i framtiden?,72
futuprof_3,SLOSH 10 working,,,59,Är det yrke du har idag det yrke du önskar ha i framtiden?,72
futuprof_4,SLOSH 12 working,,,39,Är det yrke du har idag det yrke du önskar ha i framtiden?,72
futuprof_4,SLOSH 12 non-working,,,39,Är det yrke du har idag det yrke du önskar ha i framtiden?,72
futuprof_5,SLOSH 14 working,,,33,Är det yrke du har idag det yrke du önskar ha i framtiden?,75
futuprof_5,SLOSH 14 non-working,,,33,Är det yrke du har idag det yrke du önskar ha i framtiden?,75
futuprof_6,SLOSH 16 working,,,33,Är det yrke du har idag det yrke du önskar ha i framtiden?,75
futuprof_6,SLOSH 16 non-working,,,33,Är det yrke du har idag det yrke du önskar ha i framtiden?,75
futuprof_7,SLOSH 18 working,,,33,Är det yrke du har idag det yrke du önskar ha i framtiden?,75
futuprof_7,SLOSH 18 non-working,,,33,Är det yrke du har idag det yrke du önskar ha i framtiden?,75
skilwork_1,SLOSH 06 working,,,A41,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,76
skilwork_2,SLOSH 08 working,,1.0,14,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,76
skilwork_2,SLOSH 08 non-working,,1.0,14,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,76
skilwork_3,SLOSH 10 working,,,17,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,76
skilwork_4,SLOSH 12 working,,1.0,17,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,77
skilwork_4,SLOSH 12 non-working,,1.0,17,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,77
skilwork_5,SLOSH 14 working,,1.0,23,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,77
skilwork_5,SLOSH 14 non-working,,1.0,23,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,77
skilwork_6,SLOSH 16 working,,,31,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,77
skilwork_6,SLOSH 16 non-working,,,31,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,77
skilwork_7,SLOSH 18 working,,,31,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,77
skilwork_7,SLOSH 18 non-working,,,31,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,77
cultural_1,SLOSH 06 working,,,A42,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",78
cultural_2,SLOSH 08 working,,,44,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",78
cultural_3,SLOSH 10 working,,,48,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",78
cultural_4,SLOSH 12 working,,,52,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",78
cultural_5,SLOSH 14 working,,,37,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",79
cultural_6,SLOSH 16 working,,,41,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",78
cultural_7,SLOSH 18 working,,,42,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",79
demawork_1,SLOSH 06 working,,,A43_a,Påverkar kraven från ditt hem/din familj ditt arbete på ett negativt sätt?,80
demawork_2,SLOSH 08 working,,1.0,45_a,Påverkar kraven i ditt arbete ditt hem- och familjeliv på ett negativt sätt?,80
demawork_2,SLOSH 08 non-working,,1.0,45_a,Påverkar kraven i ditt arbete ditt hem- och familjeliv på ett negativt sätt?,80
demawork_4,SLOSH 12 working,,,54_a,Om förhållandet mellan arbete och hem- och familjeliv @ Påverkar kraven i ditt arbete ditt hem- och familjeliv på ett negativt sätt?,80
demafam_1,SLOSH 06 working,,,A43_b,Påverkar kraven från ditt hem/din familj ditt arbete på ett negativt sätt?,80
demafam_2,SLOSH 08 working,,,45_b,Påverkar kraven från ditt hem/din familj ditt arbete på ett negativt sätt?,80
demafam_4,SLOSH 12 working,,,54_b,Om förhållandet mellan arbete och hem- och familjeliv @ Påverkar kraven från ditt hem/din familj ditt arbete på ett negativt sätt?,80
homeduti_1,SLOSH 06 working,,,A43_c,Har du tillräcklig tid för de sysslor som måste göras i hemmet?,80
homeduti_2,SLOSH 08 working,,,45_c,Har du tillräcklig tid för de sysslor som måste göras i hemmet?,80
retiplan_1,SLOSH 06 working,,,A44_a,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,1
retiplan_2,SLOSH 08 working,,1.0,46_a,"Du som är över 50 och inte pensionerad… @ Om du är under 50, fortsätt med nästa fråga @ Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.",1
retiplan_2,SLOSH 08 non-working,,1.0,46_a,"Du som är över 50 och inte pensionerad… @ Om du är under 50, fortsätt med nästa fråga @ Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.",1
retiplan_3,SLOSH 10 working,,1.0,55_a,Har du börjat planera för att gå i pension? @ Räkna inte med pensionssparande när du svarar.,1
retiplan_3,SLOSH 10 non-working,,1.0,55_a,Har du börjat planera för att gå i pension? @ Räkna inte med pensionssparande när du svarar.,1
retiplan_4,SLOSH 12 working,,1.0,60_a,Om pensionering @ Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,7
retiplan_4,SLOSH 12 non-working,,1.0,60_a,Om pensionering @ Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,7
retiplan_5,SLOSH 14 working,,1.0,55_d,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,81
retiplan_5,SLOSH 14 non-working,,1.0,55_d,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,81
retiplan_6,SLOSH 16 working,,1.0,61_d,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,81
retiplan_6,SLOSH 16 non-working,,1.0,61_d,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,81
retiplan_7,SLOSH 18 working,,1.0,56_d,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,81
retiplan_7,SLOSH 18 non-working,,1.0,56_d,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,81
retiwork_1,SLOSH 06 working,,,A44_b,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",1
retiwork_2,SLOSH 08 working,,1.0,46_b,"Du som är över 50 och inte pensionerad… @ Om du är under 50, fortsätt med nästa fråga @ Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",1
retiwork_2,SLOSH 08 non-working,,1.0,46_b,"Du som är över 50 och inte pensionerad… @ Om du är under 50, fortsätt med nästa fråga @ Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",1
retiwork_3,SLOSH 10 working,,1.0,55_b,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",1
retiwork_3,SLOSH 10 non-working,,1.0,55_b,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",1
retiwork_4,SLOSH 12 working,,1.0,60_b,"Om pensionering @ Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",7
retiwork_4,SLOSH 12 non-working,,1.0,60_b,"Om pensionering @ Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",7
retiwork_5,SLOSH 14 working,,1.0,55_e,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",81
retiwork_5,SLOSH 14 non-working,,1.0,55_e,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",81
retiwork_6,SLOSH 16 working,,1.0,61_e,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",81
retiwork_6,SLOSH 16 non-working,,1.0,61_e,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",81
retiwork_7,SLOSH 18 working,,1.0,56_h,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",81
retiwork_7,SLOSH 18 non-working,,1.0,56_h,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",81
retiwant_1,SLOSH 06 working,,,A45,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,82
retiwant_2,SLOSH 08 working,,,31,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,82
retiwant_2,SLOSH 08 non-working,,,31,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,82
retiwant_3,SLOSH 10 working,,,12,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,82
retiwant_3,SLOSH 10 non-working,,,12,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,82
retiwant_4,SLOSH 12 working,,1.0,58_a,Vid vilken ålder vill du pensionera dig?,82
retiwant_4,SLOSH 12 non-working,,1.0,58_a,Vid vilken ålder vill du pensionera dig?,82
retiwant_5,SLOSH 14 working,,1.0,55_a,Vid vilken ålder vill du pensionera dig?,82
retiwant_5,SLOSH 14 non-working,,1.0,55_a,Vid vilken ålder vill du pensionera dig?,82
retiwant_6,SLOSH 16 working,,1.0,61_a,Vid vilken ålder vill du pensionera dig?,82
retiwant_6,SLOSH 16 non-working,,1.0,61_a,Vid vilken ålder vill du pensionera dig?,82
retiwant_7,SLOSH 18 working,,1.0,56_a,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,83
retiwant_7,SLOSH 18 non-working,,1.0,56_a,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,83
retiage_1,SLOSH 06 working,,,A46,Vid vilken ålder tror du att du kommer att gå i pension (såsom du tror idag)?,82
retiage_2,SLOSH 08 working,,,32,Vid vilken ålder tror du att du kommer att gå i pension (såsom du tror idag)?,82
retiage_2,SLOSH 08 non-working,,,32,Vid vilken ålder tror du att du kommer att gå i pension (såsom du tror idag)?,82
retiage_3,SLOSH 10 working,,,13,Vid vilken ålder tror du att du kommer att gå i pension (såsom du tror idag)?,82
retiage_3,SLOSH 10 non-working,,,13,Vid vilken ålder tror du att du kommer att gå i pension (såsom du tror idag)?,82
retiage_4,SLOSH 12 working,,,13,Vid vilken ålder tror du att du kommer att gå i pension?,82
retiage_4,SLOSH 12 non-working,,,13,Vid vilken ålder tror du att du kommer att gå i pension?,82
retiage_5,SLOSH 14 working,,,16,Vid vilken ålder tror du att du kommer att gå i pension?,82
retiage_5,SLOSH 14 non-working,,,16,Vid vilken ålder tror du att du kommer att gå i pension?,82
retiage_6,SLOSH 16 working,,,16,Vid vilken ålder tror du att du kommer att gå i pension?,82
retiage_6,SLOSH 16 non-working,,,16,Vid vilken ålder tror du att du kommer att gå i pension?,82
retiage_7,SLOSH 18 working,,,15_b,Vid vilken ålder tror du att du kommer att gå i pension?,82
retiage_7,SLOSH 18 non-working,,,15_b,Vid vilken ålder tror du att du kommer att gå i pension?,82
teamsize_1,SLOSH 06 working,,,A47,Hur stor är den arbetsgrupp du arbetar i?,84
teamsize_2,SLOSH 08 working,,,49,Hur stor är den arbetsgrupp du arbetar i?,82
teamsize_3,SLOSH 10 working,,,5,Hur stor är den arbetsgrupp du arbetar i?,85
teamsize_4,SLOSH 12 working,,,7,Hur stor är den arbetsgrupp du arbetar i?,85
teamsize_5,SLOSH 14 working,,,12,"Hur stor är den arbetsgrupp du arbetar i? @ Med arbetsgrupp menar vi en grupp som är tillsatt för att nå vissa arbetsmål, att producera varor eller tjänster.",86
teamsize_6,SLOSH 16 working,,,11,"Hur stor är den arbetsgrupp du arbetar i? @ Med arbetsgrupp menar vi en grupp som är tillsatt för att nå vissa arbetsmål, att producera varor eller tjänster.",86
teamsize_7,SLOSH 18 working,,,9,"Hur stor är den arbetsgrupp du arbetar i? @ Med arbetsgrupp menar vi en grupp som är tillsatt för att nå vissa arbetsmål, att producera varor eller tjänster.",86
antalarb_1,SLOSH 06 working,,,A48,Hur många anställda är det på din nuvarande arbetsplats?,87
antalarb_2,SLOSH 08 working,,,50,Hur många anställda är det på din nuvarande arbetsplats?,87
antalarb_3,SLOSH 10 working,,,4,Hur många anställda är det på din nuvarande arbetsplats?,87
antalarb_5,SLOSH 14 working,,1.0,2,"Hur många anställda finns på din arbetsplats, utöver dig själv?",88
antalarb_5,SLOSH 14 non-working,,1.0,2,"Hur många anställda finns på din arbetsplats, utöver dig själv?",88
antalarb_6,SLOSH 16 working,,1.0,2,"Hur många anställda finns på din arbetsplats, utöver dig själv?",89
antalarb_6,SLOSH 16 non-working,,1.0,2,"Hur många anställda finns på din arbetsplats, utöver dig själv?",89
antalarb_7,SLOSH 18 working,,1.0,2,"Hur många anställda finns på din arbetsplats, utöver dig själv?",88
antalarb_7,SLOSH 18 non-working,,1.0,2,"Hur många anställda finns på din arbetsplats, utöver dig själv?",88
collegno_1,SLOSH 06 working,,,A49,Hur många arbetskamrater träffar du som regel en vanlig arbetsdag?,90
collegno_2,SLOSH 08 working,,,51,Hur många arbetskamrater träffar du som regel en vanlig arbetsdag?,90
staffcat_1,SLOSH 06 working,,,A50,Till vilken personalkategori hör du?,91
staffcat_2,SLOSH 08 working,,,2,Till vilken personalkategori hör du?,91
staffcat_3,SLOSH 10 working,,,6_a,Till vilken personalkategori hör du?,92
staffcattxt_1,SLOSH 06 working,,,A50_txt,Till vilken personalkategori hör du?,45
staffcattxt_2,SLOSH 08 working,,,2_txt,Till vilken personalkategori hör du?,45
staffcattxt_3,SLOSH 10 working,,,6_a_txt,Till vilken personalkategori hör du?,45
understl_1,SLOSH 06 working,,,A51_a,Hör det till dina arbetsuppgifter att leda arbetet eller att dela ut arbete åt andra arbetstagare?,1
understl_2,SLOSH 08 working,,,52_a,Hör det till dina arbetsuppgifter att leda arbetet eller att dela ut arbete åt andra arbetstagare?,1
understl_3,SLOSH 10 working,,,7_a,Hör det till dina arbetsuppgifter att leda arbetet eller att dela ut arbete åt andra arbetstagare?,1
understl_4,SLOSH 12 working,,,9_a,Hör det till dina arbetsuppgifter att leda eller fördela andras arbete?,93
understl_5,SLOSH 14 working,,,11_a,Hör det till dina arbetsuppgifter att leda eller fördela andras arbete?,94
understl_6,SLOSH 16 working,,,10_a,Hör det till dina arbetsuppgifter att leda eller fördela andras arbete?,94
understl_7,SLOSH 18 working,,,8_a,Hör det till dina arbetsuppgifter att leda eller fördela andras arbete?,94
undkvinn_1,SLOSH 06 working,,,A51_a,Hör det till dina arbetsuppgifter att leda arbetet eller att dela ut arbete åt andra arbetstagare? @ Om ja: Hur många personer (ungefär) är direkt eller indirekt underställda dig?,82
undkvinn_2,SLOSH 08 working,,,52_b,Hör det till dina arbetsuppgifter att leda arbetet eller att dela ut arbete åt andra arbetstagare? @ Om ja: Hur många personer (ungefär) är direkt eller indirekt underställda dig?,84
undkvinn_3,SLOSH 10 working,,,7_b,Hör det till dina arbetsuppgifter att leda arbetet eller att dela ut arbete åt andra arbetstagare? @ Om ja: Hur många personer (ungefär) är direkt eller indirekt underställda dig?,95
undkvinn_4,SLOSH 12 working,,,9_b,Hör det till dina arbetsuppgifter att leda eller fördela andras arbete? @ Hur många personer (ungefär) är direkt eller indirekt underställda dig?,96
undkvinn_5,SLOSH 14 working,,,11_b,Hör det till dina arbetsuppgifter att leda eller fördela andras arbete? @ Hur många personer (ungefär) är direkt eller indirekt underställda dig?,97
undkvinn_6,SLOSH 16 working,,,10_b,Hör det till dina arbetsuppgifter att leda eller fördela andras arbete? @ Hur många personer (ungefär) är direkt eller indirekt underställda dig?,96
undkvinn_7,SLOSH 18 working,,,8_b,Hör det till dina arbetsuppgifter att leda eller fördela andras arbete? @ Hur många personer (ungefär) är direkt eller indirekt underställda dig?,97
fulltime_1,SLOSH 06 working,,,A52_a,Är du anställd på heltid eller deltid?,98
fulltime_2,SLOSH 08 working,,,53_a,Är du anställd på heltid eller deltid?,99
fulltime_3,SLOSH 10 working,,,19_a,Är du anställd på heltid eller deltid?,99
fulltime_4,SLOSH 12 working,,,19_a,"Är du anställd på heltid eller deltid? @ Räkna alla arbeten om du har flera. Om du är egenföretagare med fast inkomst, räkna även din arbetstid i företaget, i annat fall räkna bara dina eventuella anställningar.",100
fulltime_5,SLOSH 14 working,,,24_a,"Om arbetstid @ Räkna alla arbeten om du har flera. Om du är egenföretagare med fast inkomst, räkna även din arbetstid i företaget, i annat fall räkna bara dina eventuella anställningar. @ Är du anställd på heltid eller deltid?",101
fulltime_6,SLOSH 16 working,,,23_a,"Om arbetstid @ Räkna alla arbeten om du har flera. Om du är egenföretagare med fast inkomst, räkna även din arbetstid i företaget, i annat fall räkna bara dina eventuella anställningar. @ Är du anställd på heltid eller deltid?",101
fulltime_7,SLOSH 18 working,,,21_a,"Om arbetstid @ Räkna alla arbeten om du har flera. Om du är egenföretagare med fast inkomst, räkna även din arbetstid i företaget, i annat fall räkna bara dina eventuella anställningar. @ Är du anställd på heltid eller deltid?",101
percent_1,SLOSH 06 working,,,A52_b,"Är du anställd på heltid eller deltid? @ Deltid, ange hur många procent av heltid",82
percent_3,SLOSH 10 working,,,19_b,"Är du anställd på heltid eller deltid? @ Om deltid, hur många procent arbetar du?",82
percent_4,SLOSH 12 working,,,19_b,"Är du anställd på heltid eller deltid? @ Räkna alla arbeten om du har flera. Om du är egenföretagare med fast inkomst, räkna även din arbetstid i företaget, i annat fall räkna bara dina eventuella anställningar. @ Om deltid, hur många procent är du anställd på?",82
percent_5,SLOSH 14 working,,,24_c,"Är du anställd på heltid eller deltid? @ Räkna alla arbeten om du har flera. Om du är egenföretagare med fast inkomst, räkna även din arbetstid i företaget, i annat fall räkna bara dina eventuella anställningar. @ Om deltid, hur många procent är du anställd på?",83
percent_6,SLOSH 16 working,,,23_c,"Är du anställd på heltid eller deltid? @ Räkna alla arbeten om du har flera. Om du är egenföretagare med fast inkomst, räkna även din arbetstid i företaget, i annat fall räkna bara dina eventuella anställningar. @ Om deltid, hur många procent är du anställd på?",83
percent_7,SLOSH 18 working,,,21_c,"Är du anställd på heltid eller deltid? @ Räkna alla arbeten om du har flera. Om du är egenföretagare med fast inkomst, räkna även din arbetstid i företaget, i annat fall räkna bara dina eventuella anställningar. @ Om deltid, hur många procent är du anställd på?",82
timesati_1,SLOSH 06 working,,,A53,Är du nöjd med din avtalsenliga arbetstid?,102
empltype_1,SLOSH 06 working,,,A54,Vilken typ av anställning har du?,103
empltype_3,SLOSH 10 working,,,1,Vilken typ av anställning/arbete har du?,104
empltxt_1,SLOSH 06 working,,,A54_txt,Vilken typ av anställning har du?,45
empltxt_2,SLOSH 08 working,,,17_txt,Vilken typ av anställning/arbete har du?,45
empltxt_2,SLOSH 08 non-working,,,17_txt,Vilken typ av anställning/arbete har du?,45
empltxt_3,SLOSH 10 working,,,1_txt,Vilken typ av anställning/arbete har du?,45
empltxt_4,SLOSH 12 working,,,26_txt,Vilken typ av anställning/arbete har du? Du kan kryssa för fler än ett alternativ.,45
empltxt_4,SLOSH 12 non-working,,,26_txt,Vilken typ av anställning/arbete har du? Du kan kryssa för fler än ett alternativ.,45
empltxt_5,SLOSH 14 working,,1.0,4_txt,Vilken eller vilka typer av anställningar och arbeten har du? Du kan kryssa för fler än ett alternativ.,45
empltxt_5,SLOSH 14 non-working,,1.0,4_txt,Vilken eller vilka typer av anställningar och arbeten har du? Du kan kryssa för fler än ett alternativ.,45
empltxt_6,SLOSH 16 working,,1.0,4_txt,Vilken eller vilka typer av anställningar och arbeten har du? Du kan kryssa för fler än ett alternativ.,45
empltxt_6,SLOSH 16 non-working,,1.0,4_txt,Vilken eller vilka typer av anställningar och arbeten har du? Du kan kryssa för fler än ett alternativ.,45
empltxt_7,SLOSH 18 working,,1.0,4_txt,Vilken eller vilka typer av anställningar och arbeten har du? Du kan kryssa för fler än ett alternativ.,45
empltxt_7,SLOSH 18 non-working,,1.0,4_txt,Vilken eller vilka typer av anställningar och arbeten har du? Du kan kryssa för fler än ett alternativ.,45
flextid_1,SLOSH 06 working,,,A55,Har du i allmänhet möjlighet att inom vissa gränser bestämma dina arbetstider?,105
emprprim_1,SLOSH 06 working,,,A56,Vilken är din huvudsakliga arbetsgivare?,106
emprprim_2,SLOSH 08 working,,,3,Vilken är din huvudsakliga arbetsgivare?,107
emprprim_3,SLOSH 10 working,,,2,Vilken är din huvudsakliga arbetsgivare?,108
