,Variabel,Enkät,Dubbelkodning,Beskrivning,Enkättext,Kodlista,Itemnr
657,strcompu_7,SLOSH 18 working,,,"Ny teknik och mera flexibla arbetsförhållanden har förändrat arbetslivet för många människor. Teknik kan vara till stor hjälp, men kan också leda till nya typer av stress. @ Skatta i vilken mån du är stressad av… @ ... datorer och andra apparater som inte fungerar som de ska?",nyteknik1_1,51_f
658,computez_1,SLOSH 06 working,,,Har din arbetsplats datoriserad mätning av din tidsanvändning och arbetsprestation?,nyteknik2,A31
659,actirepo_1,SLOSH 06 working,,,Hur ofta är du skyldig att lämna aktivitetsrapporter som innehåller uppgifter om tidsåtgång?,tidrapport1,A32
660,office_1,SLOSH 06 working,,,Vilket alternativ stämmer bäst på din enskilda arbetsplats?,enskild1,A33
661,office_3,SLOSH 10 working,,,Vilken alternativ stämmer bäst på din enskilda arbetsplats?,enskild2,41
662,office_4,SLOSH 12 working,,,Vilket alternativ stämmer bäst angående kontorsarbete?,enskild2,41
663,office_5,SLOSH 14 working,,,Vilket alternativ stämmer bäst angående kontorsarbete?,enskild2_1,48
664,office_6,SLOSH 16 working,,,Vilket alternativ stämmer bäst angående kontorsarbete?,enskild2_1,53
665,othplace_1,SLOSH 06 working,,,Arbetar du i grupp på annan plats än din enskilda arbetsplats (men inom kontorets väggar) mer än 20 % av din arbetstid? Du kan med andra ord sägas ha tillgång till mer än bara din enskilda arbetsplats (kombikontor). Till grupparbete räknas ej informationmöten med dagordning.,janej1,A34
666,kroppsli_1,SLOSH 06 working,,,"Fysisk arbetsmiljö @ Innebär ditt arbete att du vissa tider arbetar rent kroppsligt, dvs. du tar i mer med kroppen än man gör när man går och står och rör sig på vanligt sätt?",helatiden1,A35_a
667,kroppsli_2,SLOSH 08 working,,,"Fysisk arbetsmiljö @ Innebär ditt arbete att du vissa tider arbetar rent kroppsligt, dvs. du tar i mer med kroppen än man gör när man går och står och rör sig på vanligt sätt?",helatiden1,38_a
668,kroppsli_3,SLOSH 10 working,,,"Fysisk arbetsmiljö @ Innebär ditt arbete att du vissa tider arbetar rent kroppsligt, dvs. du tar i mer med kroppen än man gör när man går och står och rör sig på vanligt sätt?",helatiden1,44_a
669,kroppsli_4,SLOSH 12 working,,,"Fysisk arbetsmiljö @ Innebär ditt arbete att du vissa tider arbetar rent kroppsligt, dvs. du tar i mer med kroppen än man gör när man går och står och rör sig på vanligt sätt?",helatiden1,46_a
670,kroppsli_5,SLOSH 14 working,,,"Fysisk arbetsmiljö @ Innebär ditt arbete att du vissa tider arbetar rent kroppsligt, dvs. du tar i mer med kroppen än man gör när man går och står och rör sig på vanligt sätt?",helatiden1,46_a
671,kroppsli_6,SLOSH 16 working,,,"Fysisk arbetsmiljö @ Innebär ditt arbete att du vissa tider arbetar rent kroppsligt, dvs. du tar i mer med kroppen än man gör när man går och står och rör sig på vanligt sätt?",helatiden1,50_a
672,kroppsli_7,SLOSH 18 working,,,"Fysisk arbetsmiljö @ Innebär ditt arbete att du vissa tider arbetar rent kroppsligt, dvs. du tar i mer med kroppen än man gör när man går och står och rör sig på vanligt sätt?",helatiden1_1,49_a
673,lyfter15_1,SLOSH 06 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,A35_b
674,lyfter15_2,SLOSH 08 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,38_b
675,lyfter15_3,SLOSH 10 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,44_b
676,lyfter15_4,SLOSH 12 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,46_b
677,lyfter15_5,SLOSH 14 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,46_b
678,lyfter15_6,SLOSH 16 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,50_b
679,lyfter15_7,SLOSH 18 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1_1,49_b
680,twiposi_1,SLOSH 06 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,A35_c
681,twiposi_2,SLOSH 08 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,38_c
682,twiposi_3,SLOSH 10 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,44_c
683,twiposi_4,SLOSH 12 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,46_c
684,twiposi_5,SLOSH 14 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,46_c
685,twiposi_6,SLOSH 16 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1,50_c
686,twiposi_7,SLOSH 18 working,,,Fysisk arbetsmiljö @ Måste du flera gånger om dagen lyfta minst 15 kg åt gången?,helatiden1_1,49_c
687,keyboard_1,SLOSH 06 working,,,Fysisk arbetsmiljö @ Hur stor del av arbetstiden arbetar du vid tangentbord till dator?,helatiden1,A35_d
688,keyboard_2,SLOSH 08 working,,,Fysisk arbetsmiljö @ Hur stor del av arbetstiden arbetar du vid tangentbord till dator?,helatiden1,38_d
689,noise_1,SLOSH 06 working,,,Utsätts du för något av detta i ditt arbete? @ Störande eller tröttande ljud,helatiden1,A36_a
690,noise_2,SLOSH 08 working,,,Utsätts du för något av detta i ditt arbete? @ Störande eller tröttande ljud,helatiden1,39_a
691,noise_3,SLOSH 10 working,,,Utsätts du för något av detta i ditt arbete? @ Störande eller tröttande ljud,helatiden1,45_a
692,noise_4,SLOSH 12 working,,,Utsätts du för något av detta i ditt arbete? @ Störande eller tröttande ljud,helatiden1,47_a
693,noise_5,SLOSH 14 working,,,Utsätts du för något av detta i ditt arbete? @ Störande eller tröttande ljud,helatiden1,47_a
694,noise_6,SLOSH 16 working,,,Utsätts du för något av detta i ditt arbete? @ Störande eller tröttande ljud,helatiden1,51_a
695,noise_7,SLOSH 18 working,,,Utsätts du för något av detta i ditt arbete? @ Störande eller tröttande ljud,helatiden1_1,50_a
696,badlight_1,SLOSH 06 working,,,Utsätts du för något av detta i ditt arbete? @ Dåliga eller besvärande ljusförhållanden,helatiden1,A36_b
697,badlight_2,SLOSH 08 working,,,Utsätts du för något av detta i ditt arbete? @ Dåliga eller besvärande ljusförhållanden,helatiden1,39_b
698,badlight_3,SLOSH 10 working,,,Utsätts du för något av detta i ditt arbete? @ Dåliga eller besvärande ljusförhållanden,helatiden1,45_b
699,badlight_4,SLOSH 12 working,,,Utsätts du för något av detta i ditt arbete? @ Dåliga eller besvärande ljusförhållanden,helatiden1,47_b
700,badlight_5,SLOSH 14 working,,,Utsätts du för något av detta i ditt arbete? @ Dåliga eller besvärande ljusförhållanden,helatiden1,47_b
701,badlight_6,SLOSH 16 working,,,Utsätts du för något av detta i ditt arbete? @ Dåliga eller besvärande ljusförhållanden,helatiden1_1,51_b
702,badlight_7,SLOSH 18 working,,,Utsätts du för något av detta i ditt arbete? @ Dåliga eller besvärande ljusförhållanden,helatiden1_1,50_b
703,vibrahel_1,SLOSH 06 working,,,"Utsätts du för något av detta i ditt arbete? @ Vibrationer, som får hela kroppen att skaka och vibrera (från t.ex. traktor, truck eller andra arbetsmaskiner)",helatiden1,A36_c
704,vibrahel_2,SLOSH 08 working,,,"Utsätts du för något av detta i ditt arbete? @ Vibrationer, som får hela kroppen att skaka och vibrera (från t.ex. traktor, truck eller andra arbetsmaskiner)",helatiden1,39_c
705,vibrahel_3,SLOSH 10 working,,,"Utsätts du för något av detta i ditt arbete? @ Vibrationer, som får hela kroppen att skaka och vibrera (från t.ex. traktor, truck eller andra arbetsmaskiner)",helatiden1,45_c
706,vibrahel_4,SLOSH 12 working,,,"Utsätts du för något av detta i ditt arbete? @ Vibrationer, som får hela kroppen att skaka och vibrera (från t.ex. traktor, truck eller andra arbetsmaskiner)",helatiden1,47_c
707,vibrahel_5,SLOSH 14 working,,,"Utsätts du för något av detta i ditt arbete? @ Vibrationer, som får hela kroppen att skaka och vibrera (från t.ex. traktor, truck eller andra arbetsmaskiner)",helatiden1_1,47_c
708,vibrahel_6,SLOSH 16 working,,,"Utsätts du för något av detta i ditt arbete? @ Vibrationer, som får hela kroppen att skaka och vibrera (från t.ex. traktor, truck eller andra arbetsmaskiner)",helatiden1_1,51_c
709,vibrahel_7,SLOSH 18 working,,,"Utsätts du för något av detta i ditt arbete? @ Vibrationer, som får hela kroppen att skaka och vibrera (från t.ex. traktor, truck eller andra arbetsmaskiner)",helatiden1_1,50_c
710,poison_1,SLOSH 06 working,,,"Utsätts du för något av detta i ditt arbete? @ Giftiga eller irriterande ämnen (t.ex. lösningsmedel, bekämpningsmedel eller plastkemikalier)",helatiden1,A36_d
711,poison_2,SLOSH 08 working,,,"Utsätts du för något av detta i ditt arbete? @ Giftiga eller irriterande ämnen (t.ex. lösningsmedel, bekämpningsmedel eller plastkemikalier)",helatiden1,39_d
712,poison_3,SLOSH 10 working,,,"Utsätts du för något av detta i ditt arbete? @ Giftiga eller irriterande ämnen (t.ex. lösningsmedel, bekämpningsmedel eller plastkemikalier)",helatiden1,45_d
713,poison_4,SLOSH 12 working,,,"Utsätts du för något av detta i ditt arbete? @ Giftiga eller irriterande ämnen (t.ex. lösningsmedel, bekämpningsmedel eller plastkemikalier)",helatiden1,47_d
714,poison_5,SLOSH 14 working,,,"Utsätts du för något av detta i ditt arbete? @ Giftiga eller irriterande ämnen (t.ex. lösningsmedel, bekämpningsmedel eller plastkemikalier)",helatiden1_1,47_d
715,poison_6,SLOSH 16 working,,,"Utsätts du för något av detta i ditt arbete? @ Giftiga eller irriterande ämnen (t.ex. lösningsmedel, bekämpningsmedel eller plastkemikalier)",helatiden1_1,51_d
716,poison_7,SLOSH 18 working,,,"Utsätts du för något av detta i ditt arbete? @ Giftiga eller irriterande ämnen (t.ex. lösningsmedel, bekämpningsmedel eller plastkemikalier)",helatiden1_1,50_d
717,temperat_1,SLOSH 06 working,,,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",helatiden1,A36_e
718,temperat_2,SLOSH 08 working,,,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",helatiden1,39_e
719,temperat_3,SLOSH 10 working,,,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",helatiden1,45_e
720,temperat_4,SLOSH 12 working,,,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",helatiden1,47_e
721,temperat_5,SLOSH 14 working,,,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",helatiden1_1,47_e
722,temperat_6,SLOSH 16 working,,,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",helatiden1,51_e
723,temperat_7,SLOSH 18 working,,,"Utsätts du för något av detta i ditt arbete? @ Besvärande kyla, hetta eller drag",helatiden1_1,50_e
724,riskinfe_1,SLOSH 06 working,,,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),helatiden1,A36_f
725,riskinfe_2,SLOSH 08 working,,,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),helatiden1,39_f
726,riskinfe_3,SLOSH 10 working,,,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),helatiden1,45_f
727,riskinfe_4,SLOSH 12 working,,,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),helatiden1,47_f
728,riskinfe_5,SLOSH 14 working,,,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),helatiden1_1,47_f
729,riskinfe_6,SLOSH 16 working,,,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),helatiden1,52_f
730,riskinfe_7,SLOSH 18 working,,,Utsätts du för något av detta i ditt arbete? @ Infektionsrisk (t.ex. från sjuka patienter/klienter eller genom smittavfall),helatiden1_1,50_f
731,riskacci_1,SLOSH 06 working,,,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),helatiden1,A36_g
732,riskacci_2,SLOSH 08 working,,,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),helatiden1,39_g
733,riskacci_3,SLOSH 10 working,,,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),helatiden1,45_g
734,riskacci_4,SLOSH 12 working,,,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),helatiden1,47_g
735,riskacci_5,SLOSH 14 working,,,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),helatiden1_1,47_g
736,riskacci_6,SLOSH 16 working,,,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),helatiden1,52_g
737,riskacci_7,SLOSH 18 working,,,Utsätts du för något av detta i ditt arbete? @ Påtagliga olycksrisker (t.ex. från farliga maskiner eller genom arbete på hög höjd),helatiden1_1,50_g
738,satisala_1,SLOSH 06 working,,,Hur nöjd eller missnöjd är du med din lön i förhållande till dina arbetsuppgifter?,nöjd1,A37_a
739,satisala_2,SLOSH 08 working,,,Hur nöjd eller missnöjd är du med din lön/arbetsinkomst i förhållande till dina arbetsuppgifter?,nöjd1,16_a
740,satitask_1,SLOSH 06 working,,,Hur nöjd eller missnöjd är du med dina nuvarande arbetsuppgifter?,nöjd1,A37_b
741,satitask_2,SLOSH 08 working,1.0,,Hur nöjd eller missnöjd är du med dina nuvarande arbetsuppgifter?,nöjd1,16_b
742,satitask_2,SLOSH 08 non-working,0.0,,Hur nöjd eller missnöjd är du med dina nuvarande arbetsuppgifter?,nöjd1,16_b
743,promurge_1,SLOSH 06 working,,,Hur angelägen är du att avancera till en högre befattning?,grad7,A38_a
744,promurge_2,SLOSH 08 working,,,"Om Du är egenföretagare, hoppa över denna fråga och fortsätt med nästa fråga @ Hur angelägen är du att avancera till en högre befattning?",grad7,17_a
745,promurge_5,SLOSH 14 working,,,Om ditt huvudsakliga arbete @ I vilken grad är du angelägen att avancera till en högre befattning?,grad8,7_a
746,promdese_1,SLOSH 06 working,,,Tycker du att du förtjänar att få en högre befattning?,grad7,A38_b
747,promdese_2,SLOSH 08 working,,,"Om Du är egenföretagare, hoppa över denna fråga och fortsätt med nästa fråga @ Tycker du att du förtjänar att få en högre befattning?",grad7,17_b
748,promdese_5,SLOSH 14 working,,,Om ditt huvudsakliga arbete @ I vilken grad tycker du att du förtjänar att få en högre befattning?,grad8,7_b
749,prom2y_1,SLOSH 06 working,,,Tror du att du har möjlighet att få en högre befattning inom de närmaste två åren?,grad7,A38_c
750,prom2y_2,SLOSH 08 working,,,"Om Du är egenföretagare, hoppa över denna fråga och fortsätt med nästa fråga @ Tror du att du har möjlighet att få en högre befattning inom de närmaste två åren?",grad7,17_c
751,prom2y_5,SLOSH 14 working,,,Om ditt huvudsakliga arbete @ I vilken grad tror du att du har möjlighet att få en högre befattning inom de närmaste två åren?,grad8,7_c
752,futuwork_1,SLOSH 06 working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2,A39
753,futuwork_2,SLOSH 08 working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd3,42
754,futuwork_3,SLOSH 10 working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd4,58
755,futuwork_4,SLOSH 12 working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2,38
756,futuwork_4,SLOSH 12 non-working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2,38
757,futuwork_5,SLOSH 14 working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2_1,32
758,futuwork_5,SLOSH 14 non-working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2_1,32
759,futuwork_6,SLOSH 16 working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2_1,32
760,futuwork_6,SLOSH 16 non-working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2_1,32
761,futuwork_7,SLOSH 18 working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2_1,32
762,futuwork_7,SLOSH 18 non-working,,,"Det företag/den arbetsplats du arbetar på, är det den arbetsplats du önskar arbeta på i framtiden?",nöjd2_1,32
763,futuprof_1,SLOSH 06 working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3,A40
764,futuprof_2,SLOSH 08 working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3,43
765,futuprof_3,SLOSH 10 working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3,59
766,futuprof_4,SLOSH 12 working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3,39
767,futuprof_4,SLOSH 12 non-working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3,39
768,futuprof_5,SLOSH 14 working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3_1,33
769,futuprof_5,SLOSH 14 non-working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3_1,33
770,futuprof_6,SLOSH 16 working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3_1,33
771,futuprof_6,SLOSH 16 non-working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3_1,33
772,futuprof_7,SLOSH 18 working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3_1,33
773,futuprof_7,SLOSH 18 non-working,,,Är det yrke du har idag det yrke du önskar ha i framtiden?,nöjd3_1,33
774,skilwork_1,SLOSH 06 working,,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1,A41
775,skilwork_2,SLOSH 08 working,1.0,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1,14
776,skilwork_2,SLOSH 08 non-working,0.0,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1,14
777,skilwork_3,SLOSH 10 working,,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1,17
778,skilwork_4,SLOSH 12 working,1.0,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1_1,17
779,skilwork_4,SLOSH 12 non-working,0.0,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1_1,17
780,skilwork_5,SLOSH 14 non-working,0.0,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1_1,23
781,skilwork_5,SLOSH 14 working,1.0,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1_1,23
782,skilwork_6,SLOSH 16 working,,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1_1,31
783,skilwork_6,SLOSH 16 non-working,,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1_1,31
784,skilwork_7,SLOSH 18 working,,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1_1,31
785,skilwork_7,SLOSH 18 non-working,,,Hur tycker du att dina kunskaper och färdigheter stämmer överens med ditt arbete? Tycker du att du är …,kval1_1,31
786,cultural_1,SLOSH 06 working,,,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",aldrig1,A42
787,cultural_2,SLOSH 08 working,,,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",aldrig1,44
788,cultural_3,SLOSH 10 working,,,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",aldrig1,48
789,cultural_4,SLOSH 12 working,,,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",aldrig1,52
790,cultural_5,SLOSH 14 working,,,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",aldrig1_1,37
791,cultural_6,SLOSH 16 working,,,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",aldrig1,41
792,cultural_7,SLOSH 18 working,,,"Förekommer kulturella aktiviteter (film, teater, konserter, utställningar) för de anställda på din arbetsplats",aldrig1_1,42
793,demawork_1,SLOSH 06 working,,,Påverkar kraven från ditt hem/din familj ditt arbete på ett negativt sätt?,mycket1,A43_a
794,demawork_2,SLOSH 08 working,1.0,,Påverkar kraven i ditt arbete ditt hem- och familjeliv på ett negativt sätt?,mycket1,45_a
795,demawork_2,SLOSH 08 non-working,0.0,,Påverkar kraven i ditt arbete ditt hem- och familjeliv på ett negativt sätt?,mycket1,45_a
796,demawork_4,SLOSH 12 working,,,Om förhållandet mellan arbete och hem- och familjeliv @ Påverkar kraven i ditt arbete ditt hem- och familjeliv på ett negativt sätt?,mycket1,54_a
797,demafam_1,SLOSH 06 working,,,Påverkar kraven från ditt hem/din familj ditt arbete på ett negativt sätt?,mycket1,A43_b
798,demafam_2,SLOSH 08 working,,,Påverkar kraven från ditt hem/din familj ditt arbete på ett negativt sätt?,mycket1,45_b
799,demafam_4,SLOSH 12 working,,,Om förhållandet mellan arbete och hem- och familjeliv @ Påverkar kraven från ditt hem/din familj ditt arbete på ett negativt sätt?,mycket1,54_b
800,homeduti_1,SLOSH 06 working,,,Har du tillräcklig tid för de sysslor som måste göras i hemmet?,mycket1,A43_c
801,homeduti_2,SLOSH 08 working,,,Har du tillräcklig tid för de sysslor som måste göras i hemmet?,mycket1,45_c
802,retiplan_1,SLOSH 06 working,,,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,janej1,A44_a
803,retiplan_2,SLOSH 08 working,1.0,,"Du som är över 50 och inte pensionerad… @ Om du är under 50, fortsätt med nästa fråga @ Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.",janej1,46_a
804,retiplan_2,SLOSH 08 non-working,0.0,,"Du som är över 50 och inte pensionerad… @ Om du är under 50, fortsätt med nästa fråga @ Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.",janej1,46_a
805,retiplan_3,SLOSH 10 working,1.0,,Har du börjat planera för att gå i pension? @ Räkna inte med pensionssparande när du svarar.,janej1,55_a
806,retiplan_3,SLOSH 10 non-working,0.0,,Har du börjat planera för att gå i pension? @ Räkna inte med pensionssparande när du svarar.,janej1,55_a
807,retiplan_4,SLOSH 12 working,1.0,,Om pensionering @ Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,nejja1,60_a
808,retiplan_4,SLOSH 12 non-working,0.0,,Om pensionering @ Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,nejja1,60_a
809,retiplan_5,SLOSH 14 working,1.0,,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,janej1_1,55_d
810,retiplan_5,SLOSH 14 non-working,0.0,,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,janej1_1,55_d
811,retiplan_6,SLOSH 16 non-working,0.0,,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,janej1_1,61_d
812,retiplan_6,SLOSH 16 working,1.0,,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,janej1_1,61_d
813,retiplan_7,SLOSH 18 working,1.0,,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,janej1_1,56_d
814,retiplan_7,SLOSH 18 non-working,0.0,,Har du börjat planera för att gå i pension? Räkna inte med pensionssparande när du svarar.,janej1_1,56_d
815,retiwork_1,SLOSH 06 non-working,0.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1,A44_b
816,retiwork_1,SLOSH 06 working,,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1,A44_b
817,retiwork_2,SLOSH 08 working,1.0,,"Du som är över 50 och inte pensionerad… @ Om du är under 50, fortsätt med nästa fråga @ Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1,46_b
818,retiwork_2,SLOSH 08 non-working,0.0,,"Du som är över 50 och inte pensionerad… @ Om du är under 50, fortsätt med nästa fråga @ Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1,46_b
819,retiwork_3,SLOSH 10 working,1.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1,55_b
820,retiwork_3,SLOSH 10 non-working,0.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1,55_b
821,retiwork_4,SLOSH 12 working,1.0,,"Om pensionering @ Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",nejja1,60_b
822,retiwork_4,SLOSH 12 non-working,0.0,,"Om pensionering @ Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",nejja1,60_b
823,retiwork_5,SLOSH 14 working,1.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1_1,55_e
824,retiwork_5,SLOSH 14 non-working,0.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1_1,55_e
825,retiwork_6,SLOSH 16 non-working,0.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1_1,61_e
826,retiwork_6,SLOSH 16 working,1.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1_1,61_e
827,retiwork_7,SLOSH 18 non-working,0.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1_1,56_h
828,retiwork_7,SLOSH 18 working,1.0,,"Finns det i ditt nuvarande arbete möjligheter att arbeta, heltid eller deltid, efter den ordinarie pensionsåldern?",janej1_1,56_h
829,retiwant_1,SLOSH 06 non-working,0.0,,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,fritext 0-99,A45
830,retiwant_1,SLOSH 06 working,,,Vid vilken ålder vill du pensionera dig (såsom du tänker idag)?,fritext 0-99,A45
